rating,brand,hierarchicalCategories,type,price,url,objectID,image,categories,popularity,free_shipping,name,description,price_range
2,Pogoplug,"{'lvl0': 'Best Buy Gift Cards', 'lvl1': 'Best Buy Gift Cards > Entertainment Gift Cards'}",Online data backup,69,http://www.bestbuy.com/site/3-year-unlimited-cloud-storage-service-activation-card-other/1696302.p?id=1219066776306&skuId=1696302&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,0a37e05528984f47c754837344732fbb,https://cdn-demo.algolia.com/bestbuy/1696302_sc.jpg,"['Best Buy Gift Cards', 'Entertainment Gift Cards']",10000,True,3-Year Unlimited Cloud Storage Service Activation Card - Other,"Enjoy 3 years of unlimited Cloud storage service with this activation card, which allows you to remotely access your favorite music, movies and other media via a compatible device and enables private file sharing with loved ones.",50 - 100
5,360fly,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Digital Cameras', 'lvl2': 'Cameras & Camcorders > Digital Cameras > Point & Shoot Cameras', 'lvl3': 'Cameras & Camcorders > Digital Cameras > Point & Shoot Cameras > 360 & Panoramic Cameras'}",Point&#38;shoot camcrder,399.99,http://www.bestbuy.com/site/360fly-panoramic-360-hd-video-camera-black/9131042.p?id=1219405459683&skuId=9131042&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,67473aa97e981b3b8abaa6a8a768eb26,https://cdn-demo.algolia.com/bestbuy/9131042_rb.jpg,"['Cameras & Camcorders', 'Digital Cameras', 'Point & Shoot Cameras', '360 & Panoramic Cameras']",9999,False,360fly - Panoramic 360° HD Video Camera - Black,"Only at Best Buy  This 360fly panoramic 360&#176; HD video camera features Wi-Fi, a Bluetooth LE interface and the included 360fly app (download required), so you can easily shoot, edit, replay and share recorded video footage using a compatible iOS or Android smartphone. Included action camera adaptor lets you use your 360fly camera with your existing 3-prong mounts.",200 - 500
2,3DR,"{'lvl0': 'Toys, Games & Drones', 'lvl1': 'Toys, Games & Drones > Drones & Accessories', 'lvl2': 'Toys, Games & Drones > Drones & Accessories > Drone Accessories', 'lvl3': 'Toys, Games & Drones > Drones & Accessories > Drone Accessories > Drone Parts'}",Drone accessory,14.95,http://www.bestbuy.com/site/3dr-propellers-for-3dr-solo-drones-2-pack-black/5357011.p?id=1219650465778&skuId=5357011&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,b60a0c8bd0333c69ee70565973709bbf,https://cdn-demo.algolia.com/bestbuy/5357011_rb.jpg,"['Toys, Games & Drones', 'Drones & Accessories', 'Drone Accessories', 'Drone Parts']",9997,False,3DR - Propellers for 3DR Solo Drones (2-Pack) - Black,"3D Robotics Propellers for Solo Drones: Buy this set of replacement propellers before you need them so you can get back to flying as soon as you damage or lose a propeller. The 1-piece design of these propellers keeps them secure during flight, self-tightening so you can install them in an instant and return to in-air fun.",1 - 50
2,3DR,"{'lvl0': 'Toys, Games & Drones', 'lvl1': 'Toys, Games & Drones > Drones & Accessories', 'lvl2': 'Toys, Games & Drones > Drones & Accessories > Drone Accessories', 'lvl3': 'Toys, Games & Drones > Drones & Accessories > Drone Accessories > Gimbals'}",Drone accessory,399.99,http://www.bestbuy.com/site/3dr-solo-gimbal-black/5352061.p?id=1219650467156&skuId=5352061&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,08462528607b71ea62cbc019d91b001e,https://cdn-demo.algolia.com/bestbuy/5352061_rb.jpg,"['Toys, Games & Drones', 'Drones & Accessories', 'Drone Accessories', 'Gimbals']",9996,False,3DR - Solo Gimbal - Black,"3D Robotics Gimbal for Solo Drones: This stabilizing, 3-axis gimbal for the 3DR Solo drone gives you unprecedented remote control over your compatible GoPro action camera (sold separately). Rotate and tilt the camera, start and stop recording, take photos and adjust camera settings &#8212; all while your drone is up to a half mile away. Plus, the gimbal charges your camera in flight so you never miss a shot.",200 - 500
3,3M,"{'lvl0': 'Appliances', 'lvl1': 'Appliances > Vacuum Bags'}",Bags,7.99,http://www.bestbuy.com/site/3m-eureka-rr-pet-micro-allergen-vacuum-bag-for-select-eureka-vacuums-3-pack/9274741.p?id=1218072892585&skuId=9274741&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,2483416c14aa8d93dad96745a9230bfa,https://cdn-demo.algolia.com/bestbuy/9274741_sb.jpg,"['Appliances', 'Vacuum Bags']",9994,False,3M - Eureka RR Pet Micro Allergen Vacuum Bag for Select Eureka Vacuums (3-Pack),"Equip your Eureka 4800 series vacuum with this odor-absorbent, micro allergen-filtering vacuum bag and help eliminate dust, dander and other airborne allergens as well as undesirable odors from your home.",1 - 50
3,3M,"{'lvl0': 'Appliances', 'lvl1': 'Appliances > Vacuum Belts'}",Belts,2.99,http://www.bestbuy.com/site/3m-filtrete-eureka-u-replacement-belt/8507939.p?id=1186005356287&skuId=8507939&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,76951acb34204078c0dc377dfc4233aa,https://cdn-demo.algolia.com/bestbuy/8507939_sb.jpg,"['Appliances', 'Vacuum Belts']",9990,False,3M - Filtrete Eureka U Replacement Belt,Keep things running smoothly at home with these replacement vacuum belts on hand in case of a cleaning emergency.,1 - 50
5,3M,"{'lvl0': 'Appliances', 'lvl1': 'Appliances > Vacuum Bags'}",Bags,9.99,http://www.bestbuy.com/site/3m-filtrete-hoover-w2-microallergen-vacuum-bag-3-pack/9905762.p?id=1218193208999&skuId=9905762&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,6cdd53843498f92890544667809f1595,https://cdn-demo.algolia.com/bestbuy/9905762_sb.jpg,"['Appliances', 'Vacuum Bags']",9988,False,3M - Filtrete Hoover W2 MicroAllergen Vacuum Bag (3-Pack),Equip your Hoover WindTunnel 2 series vacuum with these 3M Filtrete W2 64712 vacuum bags that trap airborne allergens using MicroAllergen filtration for a cleaner home environment.,1 - 50
2,Infinity Ward,"{'lvl0': 'Video Games', 'lvl1': 'Video Games > PlayStation 3', 'lvl2': 'Video Games > PlayStation 3 > PS3 Games'}",Playstation 3 sftwre,29.99,http://www.bestbuy.com/site/call-of-duty-ghosts-playstation-3/8871234.p?id=1218924813446&skuId=8871234&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,bb50f2e236e5eea0100680137654686c,https://cdn-demo.algolia.com/bestbuy/8871234_sc.jpg,"['Video Games', 'PlayStation 3', 'PS3 Games']",8392,False,Call of Duty: Ghosts - PlayStation 3,"Outnumbered and outgunned, but not outmatched.  Call of Duty: Ghosts is an extraordinary step forward for one of the largest entertainment franchises of all-time. This new chapter in the Call of Duty franchise features a new dynamic where players are on the side of a crippled nation fighting not for freedom, or liberty, but simply to survive.  Fueling this all-new Call of Duty experience, the franchise's new next-gen engine delivers stunning levels of immersion and performance, all while maintaining the speed and fluidity of 60 frames-per-second across all platforms.",1 - 50
6,Canon,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Digital Camera Accessories', 'lvl2': 'Cameras & Camcorders > Digital Camera Accessories > Flashes, Lighting & Studio', 'lvl3': 'Cameras & Camcorders > Digital Camera Accessories > Flashes, Lighting & Studio > Flashes & Accessories', 'lvl4': 'Cameras & Camcorders > Digital Camera Accessories > Flashes, Lighting & Studio > Flashes & Accessories > Flash Accessories'}",Flashes,249.99,http://www.bestbuy.com/site/canon-speedlite-320ex-external-flash/2209049.p?id=1218314735270&skuId=2209049&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,9b1954fdd0f9b4ef4ee2d267ac9de4bd,https://cdn-demo.algolia.com/bestbuy/2209049_sb.jpg,"['Cameras & Camcorders', 'Digital Camera Accessories', 'Flashes, Lighting & Studio', 'Flashes & Accessories', 'Flash Accessories']",8215,False,Canon - Speedlite 320EX External Flash,"Enhance your digital photography with this external flash that features a 2 second recycle time and wireless slave function. The built-in LED light is especially useful for shooting video, for use as a modeling light or for use as an AF assist beam.",200 - 500
4,Canon,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Camcorders', 'lvl2': 'Cameras & Camcorders > Camcorders > Traditional Camcorders', 'lvl3': 'Cameras & Camcorders > Camcorders > Traditional Camcorders > All Traditional Camcorders'}",Digital video,899.99,http://www.bestbuy.com/site/canon-vixia-hf-g20-32gb-hd-flash-memory-camcorder-black/7930058.p?id=1218862378444&skuId=7930058&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,0546131238f7e9d6b5c24dbb5d8e3133,https://cdn-demo.algolia.com/bestbuy/7930058_rb.jpg,"['Cameras & Camcorders', 'Camcorders', 'Traditional Camcorders', 'All Traditional Camcorders']",8212,False,Canon - VIXIA HF G20 32GB HD Flash Memory Camcorder - Black,Create stunning movies with this Canon VIXIA HF G20 8063B002 camcorder that captures high-definition videos and photos with up to 1920 x 1080 resolution for arresting clarity and detail. SuperRange optical image stabilization ensures steady shots.,500 - 2000
3,Canon,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Camcorders', 'lvl2': 'Cameras & Camcorders > Camcorders > Traditional Camcorders', 'lvl3': 'Cameras & Camcorders > Camcorders > Traditional Camcorders > All Traditional Camcorders'}",Digital video,1299.99,http://www.bestbuy.com/site/canon-vixia-hf-g30-hd-flash-memory-camcorder-black/9026142.p?id=1218971618793&skuId=9026142&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,330144665b875c2b4555f88d9f4ed7c1,https://cdn-demo.algolia.com/bestbuy/9026142_rb.jpg,"['Cameras & Camcorders', 'Camcorders', 'Traditional Camcorders', 'All Traditional Camcorders']",8211,False,Canon - VIXIA HF G30 HD Flash Memory Camcorder - Black,Preserve special moments with this Canon VIXIA HF G30 8454B001 camcorder that features SuperRange optical image stabilization to help minimize the effects of camera shake. Built-in Wi-Fi makes it easy to share your high-definition videos with loved ones.,500 - 2000
1,Canon,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Camcorders', 'lvl2': 'Cameras & Camcorders > Camcorders > Traditional Camcorders', 'lvl3': 'Cameras & Camcorders > Camcorders > Traditional Camcorders > All Traditional Camcorders'}",Digital video,299.99,http://www.bestbuy.com/site/canon-vixia-hf-r600-hd-flash-memory-camcorder-black/3530846.p?id=1219583842212&skuId=3530846&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,5afde944579b289b99c1ee420b2ad73d,https://cdn-demo.algolia.com/bestbuy/3530846_rb.jpg,"['Cameras & Camcorders', 'Camcorders', 'Traditional Camcorders', 'All Traditional Camcorders']",8209,False,Canon - VIXIA HF R600 HD Flash Memory Camcorder - Black,"With optical and electronic image stabilization and a 2.07-megapixel CMOS sensor, this Canon VIXIA HF R600 0280C001 camcorder enables you to capture crisp, clear video footage and still images. The 3"" LCD touch screen simplifies operation.",200 - 500
5,CapBuckle,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Digital Camera Accessories', 'lvl2': 'Cameras & Camcorders > Digital Camera Accessories > Lens Accessories', 'lvl3': 'Cameras & Camcorders > Digital Camera Accessories > Lens Accessories > Lens Filters & Caps'}",Misc camera acces,9.99,http://www.bestbuy.com/site/capbuckle-67-58-52mm-lens-cap-holder/8313125.p?id=1219323748992&skuId=8313125&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,a11b842166a17bc29bcdcb3cb45a50e3,https://cdn-demo.algolia.com/bestbuy/8313125_sb.jpg,"['Cameras & Camcorders', 'Digital Camera Accessories', 'Lens Accessories', 'Lens Filters & Caps']",8206,False,CapBuckle - 67-58-52mm Lens Cap Holder,"This CapBuckle CB200BE lens cap holder allows you to easily attach your 67mm, 58mm or 52mm lens cap to a compatible camera or bag strap, so you can avoid losing your lens cap during shooting sessions. The compact design enables simple portability.",1 - 50
5,Capresso,"{'lvl0': 'Appliances', 'lvl1': 'Appliances > Small Kitchen Appliances', 'lvl2': 'Appliances > Small Kitchen Appliances > Coffee, Tea & Espresso', 'lvl3': 'Appliances > Small Kitchen Appliances > Coffee, Tea & Espresso > Coffee Grinders & Filters', 'lvl4': 'Appliances > Small Kitchen Appliances > Coffee, Tea & Espresso > Coffee Grinders & Filters > Coffee Grinders'}",So coffee accy,99.99,http://www.bestbuy.com/site/capresso-infinity-conical-burr-coffee-grinder-stainless/3859663.p?id=1218436899726&skuId=3859663,caa41bf17e27022341da028e79152c4c,https://cdn-demo.algolia.com/bestbuy/3859663_rb.jpg,"['Appliances', 'Small Kitchen Appliances', 'Coffee, Tea & Espresso', 'Coffee Grinders & Filters', 'Coffee Grinders']",8205,False,Capresso - Infinity Conical Burr Coffee Grinder - Stainless,"Prepare a variety of flavorful coffee grounds, ranging from Turkish fine to coarse, with this Capresso Infinity coffee grinder that features conical steel burrs to deliver a precise, uniform grind for 16 different fineness settings.",50 - 100
3,Case Logic,"{'lvl0': 'Computers & Tablets', 'lvl1': 'Computers & Tablets > Laptop Accessories', 'lvl2': 'Computers & Tablets > Laptop Accessories > Laptop Bags & Cases'}",So laptop accy,39.99,http://www.bestbuy.com/site/case-logic-backpack-laptop-case-black/4688483.p?id=1218508107952&skuId=4688483,7cdffa73c5aa5471607b4ac982baa201,https://cdn-demo.algolia.com/bestbuy/4688483_sb.jpg,"['Computers & Tablets', 'Laptop Accessories', 'Laptop Bags & Cases']",8190,False,Case Logic - Backpack Laptop Case - Black,"Designed to fit a laptop with up to a 17"" widescreen display, this Case Logic VNB-217 backpack case keeps your laptop protected on the go and provides spacious storage for a variety of accessories.",1 - 50
3,Case Logic,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Digital Camera Accessories', 'lvl2': 'Cameras & Camcorders > Digital Camera Accessories > Camera Bags & Cases'}",So camera accy,12.99,http://www.bestbuy.com/site/case-logic-camera-case-purple/1701554.p?id=1219060668553&skuId=1701554,c055bf6d7dda1345d1226b0b3bb42485,https://cdn-demo.algolia.com/bestbuy/1701554_rb.jpg,"['Cameras & Camcorders', 'Digital Camera Accessories', 'Camera Bags & Cases']",8186,False,Case Logic - Camera Case - Purple,"Constructed from lightweight, molded EVA foam material, this Case Logic QPB-301PURPLE case protects your compact point-and-shoot camera against scratches and other minor damage. An internal slip pocket provides room for small accessories.",1 - 50
1,Case Logic,"{'lvl0': 'Cameras & Camcorders', 'lvl1': 'Cameras & Camcorders > Digital Camera Accessories', 'lvl2': 'Cameras & Camcorders > Digital Camera Accessories > Camera Bags & Cases'}",Photo video bags,24.99,http://www.bestbuy.com/site/case-logic-compact-system-hybrid-camera-case-black/9785107.p?id=1218173775026&skuId=9785107&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,39fb1b20d35ef11b96ddb1180d89c25d,https://cdn-demo.algolia.com/bestbuy/9785107_rb.jpg,"['Cameras & Camcorders', 'Digital Camera Accessories', 'Camera Bags & Cases']",8184,False,Case Logic - Compact System/Hybrid Camera Case - Black,Case Logic DCB-304 Compact System/Hybrid Camera Case - Black - Nylon,1 - 50
1,Case Logic,"{'lvl0': 'Computers & Tablets', 'lvl1': 'Computers & Tablets > Laptop Accessories', 'lvl2': 'Computers & Tablets > Laptop Accessories > Laptop Bags & Cases'}",So laptop accy,49.99,http://www.bestbuy.com/site/case-logic-laptop-case-black/4707021.p?id=1218511831420&skuId=4707021,037aab5faf8d9120659b7c8ea3cf4c12,https://cdn-demo.algolia.com/bestbuy/4707021_sb.jpg,"['Computers & Tablets', 'Laptop Accessories', 'Laptop Bags & Cases']",8181,False,Case Logic - Laptop Case - Black,"This Case Logic VNC-218 laptop case holds a laptop up to 18.4"" and plenty of extra gadgets, accessories and files. An adjustable shoulder strap and padded handles ensure comfortable transport.",1 - 50
2,Case Logic,"{'lvl0': 'Computers & Tablets', 'lvl1': 'Computers & Tablets > Laptop Accessories', 'lvl2': 'Computers & Tablets > Laptop Accessories > Laptop Bags & Cases'}",So laptop accy,29.99,http://www.bestbuy.com/site/case-logic-laptop-sleeve-black/4126483.p?id=1218457008275&skuId=4126483,cc07679fe101c4fa74d93e08145463f9,https://cdn-demo.algolia.com/bestbuy/4126483_sb.jpg,"['Computers & Tablets', 'Laptop Accessories', 'Laptop Bags & Cases']",8180,False,Case Logic - Laptop Sleeve - Black,Protect your laptop with this Case Logic LAPS-117 sleeve that features EVA Impact Foam to surround your device with protective padding. A subtle woven webbing texture adds a touch of style.,1 - 50
5,Case Logic,"{'lvl0': 'Computers & Tablets', 'lvl1': 'Computers & Tablets > Laptop Accessories', 'lvl2': 'Computers & Tablets > Laptop Accessories > Laptop Bags & Cases'}",So laptop accy,34.99,http://www.bestbuy.com/site/case-logic-laptop-sleeve-for-15-apple-macbook-pro-black/5424046.p?id=1218644420168&skuId=5424046,0b0c716fcf2c2571d2e62271261f2abe,https://cdn-demo.algolia.com/bestbuy/5424046_sb.jpg,"['Computers & Tablets', 'Laptop Accessories', 'Laptop Bags & Cases']",8179,False,"Case Logic - Laptop Sleeve for 15"" Apple® MacBook® Pro - Black","Guard your 15"" Apple MacBook Pro against scratches on the go with this Case Logic PAS-215 laptop sleeve that features form-fitting neoprene construction and a sueded interior lining for durability and secure protection.",1 - 50
5,Case Logic,"{'lvl0': 'Computers & Tablets', 'lvl1': 'Computers & Tablets > Laptop Accessories', 'lvl2': 'Computers & Tablets > Laptop Accessories > Laptop Bags & Cases'}",So laptop accy,24.99,http://www.bestbuy.com/site/case-logic-netbook-sleeve-black/4707012.p?id=1218511832106&skuId=4707012,d6dceccd14ebaa873733a545c1e5374a,https://cdn-demo.algolia.com/bestbuy/4707012_rb.jpg,"['Computers & Tablets', 'Laptop Accessories', 'Laptop Bags & Cases']",8176,False,Case Logic - Netbook Sleeve - Black,"Designed for most netbooks with up to an 11.6"" display, this Case Logic sleeve features molded EVA construction for durability. The clamshell design allows functionality when your netbook is in the sleeve, while airflow channels help prevent overheating.",1 - 50
6,Case Logic,"{'lvl0': 'TV & Home Theater', 'lvl1': 'TV & Home Theater > CD & DVD Media Storage', 'lvl2': 'TV & Home Theater > CD & DVD Media Storage > Portable CD & DVD Storage'}",Media storage,36.99,http://www.bestbuy.com/site/case-logic-optical-disc-case/4101607.p?id=1051384065301&skuId=4101607&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,d22f287512fb5bda6efc5c8e6216c6db,https://cdn-demo.algolia.com/bestbuy/4101607_220x220_sb.jpg,"['TV & Home Theater', 'CD & DVD Media Storage', 'Portable CD & DVD Storage']",8173,False,Case Logic - Optical Disc Case,Case Logic CD Wallet - Book Fold - Nylon - Black - 208 CD/DVD,1 - 50
6,Case Logic,"{'lvl0': 'Computers & Tablets', 'lvl1': 'Computers & Tablets > USB Flash Drives'}",Media storage,3.99,http://www.bestbuy.com/site/case-logic-usb-flash-drive-case-black/9757757.p?id=1218185061052&skuId=9757757&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,2a511952313989fa097fb038cd758dc5,https://cdn-demo.algolia.com/bestbuy/9757757_sb.jpg,"['Computers & Tablets', 'USB Flash Drives']",8165,False,Case Logic - USB Flash Drive Case - Black,This USB flash drive case holds 2 USB flash drives in front and back pockets and features neoprene and jersey materials for long-lasting use.,1 - 50
2,Case Logic,"{'lvl0': 'Computers & Tablets', 'lvl1': 'Computers & Tablets > USB Flash Drives'}",Media storage,3.99,http://www.bestbuy.com/site/case-logic-usb-flash-drive-case-magenta/9757739.p?id=1218185061194&skuId=9757739&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,5e2ba75ad255ff60b1c76c5bf526ae9b,https://cdn-demo.algolia.com/bestbuy/9757739_sb.jpg,"['Computers & Tablets', 'USB Flash Drives']",8164,False,Case Logic - USB Flash Drive Case - Magenta,This USB flash drive case holds 2 USB flash drives in front and back pockets and features neoprene and jersey materials for long-lasting use.,1 - 50
3,Case-Mate,"{'lvl0': 'Cell Phones', 'lvl1': 'Cell Phones > Cell Phone Accessories', 'lvl2': 'Cell Phones > Cell Phone Accessories > iPhone Accessories', 'lvl3': 'Cell Phones > Cell Phone Accessories > iPhone Accessories > iPhone Cases & Clips'}",Trend cases,49.99,http://www.bestbuy.com/site/case-mate-case-for-apple-iphone-6-and-6s-rose-gold/4423311.p?id=1219745808619&skuId=4423311&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,97e50905efad4b7cdb046db112ed9328,https://cdn-demo.algolia.com/bestbuy/4423311_sb.jpg,"['Cell Phones', 'Cell Phone Accessories', 'iPhone Accessories', 'iPhone Cases & Clips']",8153,True,Case-Mate - Case for Apple® iPhone® 6 and 6s - Rose Gold,"Stylize and protect your Apple iPhone 6 or 6s with this Case-Mate CM033540 case, which features an ultraslim, dual-layer design with a bumper to guard against damage. Glitter foil accents offer a distinctive look.",1 - 50
2,Case-Mate,"{'lvl0': 'Wearable Technology', 'lvl1': 'Wearable Technology > Apple Watch', 'lvl2': 'Wearable Technology > Apple Watch > Apple Watch Accessories', 'lvl3': 'Wearable Technology > Apple Watch > Apple Watch Accessories > Apple Watch Bands & Straps'}",Apple third accy,49.99,http://www.bestbuy.com/site/case-mate-edged-leather-smartwatch-band-for-apple-watch-38mm-ivory-shocking-pink/8564232.p?id=1219693615473&skuId=8564232&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,7a218e13b9e58954adb01957402cf4d1,https://cdn-demo.algolia.com/bestbuy/8564232_rb.jpg,"['Wearable Technology', 'Apple Watch', 'Apple Watch Accessories', 'Apple Watch Bands & Straps']",8152,False,Case-Mate - Edged Leather Smartwatch Band for Apple Watch™ 38mm - Ivory/Shocking Pink,"Accessorize your Apple Watch 38mm or Apple Watch Sport 38mm with this Case-Mate CM032785 smartwatch band, which is made of durable leather for long-lasting wear. The contrasting colors and painted edging showcase your personal style.",1 - 50
5,Case-Mate,"{'lvl0': 'Cell Phones', 'lvl1': 'Cell Phones > Cell Phone Accessories', 'lvl2': 'Cell Phones > Cell Phone Accessories > Cell Phone Cases & Clips'}",Trend cases,39.99,http://www.bestbuy.com/site/case-mate-glam-case-for-samsung-galaxy-s-4-cell-phones-champagne/8866053.p?id=1218922148197&skuId=8866053&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,cdb8d3c880b6639a70764c6734e6bb69,https://cdn-demo.algolia.com/bestbuy/8866053_sb.jpg,"['Cell Phones', 'Cell Phone Accessories', 'Cell Phone Cases & Clips']",8150,True,Case-Mate - Glam Case for Samsung Galaxy S 4 Cell Phones - Champagne,Accessorize your Samsung Galaxy S 4 cell phone with this Case-Mate BBY027840 glam case that features a glitter-coated inlay and smooth finish for a fashionable appearance. The TPU construction protects your phone against damage from bumps and drops.,1 - 50
5,Case-Mate,"{'lvl0': 'Cell Phones', 'lvl1': 'Cell Phones > Cell Phone Accessories', 'lvl2': 'Cell Phones > Cell Phone Accessories > Cell Phone Cases & Clips'}",Trend cases,39.99,http://www.bestbuy.com/site/case-mate-glam-case-for-samsung-galaxy-s-5-cell-phones-champagne/5295005.p?id=1219117625549&skuId=5295005&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,51f876eb62be778c757503cf7f8a3b74,https://cdn-demo.algolia.com/bestbuy/5295005_sb.jpg,"['Cell Phones', 'Cell Phone Accessories', 'Cell Phone Cases & Clips']",8149,False,Case-Mate - Glam Case for Samsung Galaxy S 5 Cell Phones - Champagne,Add a touch of style to your Samsung Galaxy S 5 cell phone with this Case-Mate Glam CM030853 case that features a glitter-coated smooth finish for an eye-catching appearance. The PC shell and interlocking design ensure reliable protection.,1 - 50
3,Case-Mate,"{'lvl0': 'Wearable Technology', 'lvl1': 'Wearable Technology > Apple Watch', 'lvl2': 'Wearable Technology > Apple Watch > Apple Watch Accessories', 'lvl3': 'Wearable Technology > Apple Watch > Apple Watch Accessories > Apple Watch Bands & Straps'}",Apple third accy,29.99,http://www.bestbuy.com/site/case-mate-vented-smartwatch-band-for-apple-watch-42mm-black/8563077.p?id=1219693615981&skuId=8563077&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,6c8e5644615f97690580b1b06650f56d,https://cdn-demo.algolia.com/bestbuy/8563077_rb.jpg,"['Wearable Technology', 'Apple Watch', 'Apple Watch Accessories', 'Apple Watch Bands & Straps']",8122,True,Case-Mate - Vented Smartwatch Band for Apple Watch™ 42mm - Black,"Complete your look with this Case-Mate CM032791 smartwatch band, which is designed to fit Apple Watch 42mm and Apple Watch Sport 42mm models. The tough, elastomer material features a vented design for cool, comfortable wear.",1 - 50
3,Case-Mate,"{'lvl0': 'Cell Phones', 'lvl1': 'Cell Phones > Cell Phone Accessories', 'lvl2': 'Cell Phones > Cell Phone Accessories > iPhone Accessories'}",Trend cases,59.99,http://www.bestbuy.com/site/case-mate-wallet-folio-case-for-apple-iphone-6-and-6s-black/8252228.p?id=1219320180624&skuId=8252228&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,d5ccbdb97bdcd82d309e35f10adea197,https://cdn-demo.algolia.com/bestbuy/8252228_sb.jpg,"['Cell Phones', 'Cell Phone Accessories', 'iPhone Accessories']",8121,False,Case-Mate - Wallet Folio Case for Apple® iPhone® 6 and 6s - Black,This Case-Mate CM031380 wallet folio case features leather material for a stylish appearance and a polycarbonate shell to safeguard your Apple iPhone 6 or 6s. Four slots and a pocket provide space for carrying cards and cash.,50 - 100
3,Case-Mate,"{'lvl0': 'Cell Phones', 'lvl1': 'Cell Phones > Cell Phone Accessories', 'lvl2': 'Cell Phones > Cell Phone Accessories > Cell Phone Cases & Clips'}",Trend cases,59.99,http://www.bestbuy.com/site/case-mate-wallet-folio-case-for-samsung-galaxy-s-6-cell-phones-black/3651056.p?id=1219593472363&skuId=3651056&cmp=RMX&ky=1uWSHMdQqBeVJB9cXgEke60s5EjfS6M1W,81652e8e327c1690eecf9aa488c93895,https://cdn-demo.algolia.com/bestbuy/3651056_sb.jpg,"['Cell Phones', 'Cell Phone Accessories', 'Cell Phone Cases & Clips']",8119,False,Case-Mate - Wallet Folio Case for Samsung Galaxy S 6 Cell Phones - Black,"Safeguard your Samsung Galaxy S 6 cell phone and replace your wallet with this Case-Mate CM032333 folio case, which is crafted with durable leather and polycarbonate materials and provides usable space for credit and ID cards and money.",50 - 100
6,Casio,"{'lvl0': 'Health, Fitness & Beauty', 'lvl1': 'Health, Fitness & Beauty > Fitness & GPS Watches'}",So hr watches,22.99,http://www.bestbuy.com/site/casio-mens-digital-sport-watch-black/3106138.p?id=1218378610060&skuId=3106138,b150110bc5afad8ff2cce5cd50c8e2a2,https://cdn-demo.algolia.com/bestbuy/3106138_sb.jpg,"['Health, Fitness & Beauty', 'Fitness & GPS Watches']",8117,False,Casio - Men's Digital Sport Watch - Black,"Casio Men's Digital Sport Watch: Manage your busy day with this digital sport watch that features a world time clock and a 48-city world time zone map, so you can keep track of time on the go. The flexible stainless-steel band offers good looks and durability.",1 - 50
